ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,ADMST_ZONE_NM,ACA_INSTI_SC_NM,ACA_ASNUM,ACA_NM,ESTBL_YMD,REG_YMD,REG_STTUS_NM,CAA_BEGIN_YMD,CAA_END_YMD,TOFOR_SMTOT,DTM_RCPTN_ABLTY_NMPR_SMTOT,REALM_SC_NM,LE_ORD_NM,LE_CRSE_LIST_NM,LE_CRSE_NM,PSNBY_THCC_CNTNT,THCC_OTHBC_YN,BRHS_ACA_YN,FA_RDNMA,FA_RDNDA,FA_RDNZC,FA_TELNO,LOAD_DTM
B10,서울특별시교육청,구로구,교습소,3000051770,모노컴퓨터교습소,20250108,20250108,개원,        ,        ,0,9,기타(대),기타(중),초등1(일100분*주1회*4.2주),컴퓨터(소),"초등1(일100분*주1회*4.2주):75000, 초등2(일100분*주2회*4.2주):140000, 초등3(일120분*주1회*4.2주):90000, 초등4(일120분*주2회*4.2주):175000, 중등1(일120분*주1회*4.2주):100000, 중등2(일120분*주2회*4.2주):190000, 고등1(일120분*주1회*4.2주):105000, 고등2(일120분*주2회*4.2주):200000",Y, ,서울특별시 구로구 서해안로 2098,"302호(항동, 항동프라자)",08368,,20250330
B10,서울특별시교육청,구로구,교습소,3000040597,플레이코딩랩코딩교습소,20220105,20220105,개원,        ,99991231,30,5,정보,정보,,정보교과,"컴퓨터기초(일50분*주1회*4주):60000, 문서(일50분*주1회*4주):60000, 자격증1(DIAT)(일50분*주1회*4주):80000, 자격증2(ITQ)(일50분*주1회*4주):100000, 블럭코딩(일50분*주1회*4주):60000, 블럭코딩(일80분*주1회*4주):80000, 피지컬코딩(일80분*주1회*4주):80000, 로봇코딩(일80분*주1회*4주):80000, 메이커코딩(일80분*주1회*4주):80000, 텍스트코딩(일50분*주1회*4주):100000, 블럭코딩(일65분*주2회*4.2주):100000, 피지컬코딩(일80분*주2회*4.2주):120000, 텍스트코딩(일80분*주2회*4.2주):120000, 메이커코딩(일65분*주2회*4.2주):100000, 로봇코딩(일65분*주2회*4.2주):100000, 자격증코딩(일80분*주2회*4.2주):120000",Y,N,서울특별시 구로구 오리로 1197,", 상가동 208호 (오류동, 금강수목원아파트)",08358,02-6953-6242,20231018
B10,서울특별시교육청,구로구,학원,3000027415,4세대아카데미컴퓨터학원,20161021,20161021,개원,        ,99991231,0,107,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,서울특별시 구로구 디지털로33길 12,", 610호, 611호 (구로동, 우림이비지센터2차)",08377,02-508-6604,20260201
B10,서울특별시교육청,구로구,학원,3000028123,구트아카데미학원,20170118,20170118,개원,        ,99991231,0,76,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,서울특별시 구로구 시흥대로163길 33,", 3층 일부 (구로동, 주호타워 1동)",08393,02-837-9922,20251102
B10,서울특별시교육청,구로구,학원,18223,그린컴퓨터아트학원,20070905,20070905,개원,        ,99991231,3834,297,종합(대),,"건축,디자인,전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,서울특별시 구로구 새말로 97,  테크노마트 6층 일부 ,152725,02-2111-2000,20260201
B10,서울특별시교육청,구로구,학원,3000033521,나눔디지털디자인학원,20190122,20190122,개원,        ,99991231,400,163,종합(대),,"디자인,컴퓨터,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,서울특별시 구로구 디지털로26길 5,", 402호 일부 (구로동, 에이스하이엔드타워1차)",08389,02-865-9777,20250629
B10,서울특별시교육청,구로구,학원,3000051507,농심이스포츠아카데미학원,20221230,20221230,개원,        ,99991231,0,45,직업기술,컴퓨터,게임,게임, ,Y,N,서울특별시 구로구 디지털로 226,"101호, 102호(가리봉동, 디지털로 크림슨빌딩 제1동)",08395,02-541-9520,20260426
B10,서울특별시교육청,구로구,학원,3000019720,더조은컴퓨터학원,20140403,20140324,개원,        ,99991231,2472,184,종합(대),,"건축,디자인,전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,서울특별시 구로구 디지털로 306,", 203호 일부, 205호, 212호 (구로동, 대륭포스트타워2차)",08378,02-838-1680,20260201
B10,서울특별시교육청,구로구,학원,1000012864,신청산컴퓨터학원,19960520,19960520,개원,        ,99991231,670,60,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,서울특별시 구로구 경인로 338,", 2층 (개봉동)",152806,02-2625-6367,20250615
B10,서울특별시교육청,구로구,학원,3000021399,쓰리디(3D)프린팅교육학원,20141029,20141027,개원,        ,99991231,84,49,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,서울특별시 구로구 디지털로 288,", 202호 (구로동, 대륭포스트타워1)",152790,02-866-5200,20250601
B10,서울특별시교육청,구로구,학원,3000017333,오라클자바교육학원,20130522,20130522,개원,        ,99991231,190,164,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,서울특별시 구로구 디지털로30길 31,", 203호, 204호, 205호 (구로동, 코오롱디지털타워빌란트Ⅱ)",08390,02-6925-4760,20231029
B10,서울특별시교육청,구로구,학원,3000044170,제이에스코드(JSCODE)원격학원,20230704,20230704,개원,        ,        ,0,0,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,서울특별시 구로구 경인로20가길 11,"1106호 일부(오류동, 아델리아)",08271,02-000-0000,20231126
B10,서울특별시교육청,구로구,학원,31273,쥬신게임개발학원,20110118,20110118,개원,        ,99991231,350,166,직업기술,컴퓨터,"게임,",게임, ,Y,N,서울특별시 구로구 디지털로33길 27,", 208호 일부, 211호 (구로동, 삼성IT밸리)",08380,02-866-0982,20231029
B10,서울특별시교육청,구로구,학원,3000034671,지현컴퓨터학원,20190624,20190624,개원,        ,99991231,548,49,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,서울특별시 구로구 개봉로 54,", 개봉빌딩 4층 일부 (개봉동, 개봉빌딩)",08332,02-0000-0000,20231018
B10,서울특별시교육청,구로구,학원,3000038997,코드캠프학원,20210511,20210511,개원,        ,99991231,25,51,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,서울특별시 구로구 디지털로 300,", 13층 1324호 (구로동, 지밸리비즈플라자)",08379,02-6953-0120,20231018
B10,서울특별시교육청,구로구,학원,1000012304,패스트캠퍼스구로학원,19931201,19931201,개원,        ,99991231,2625,186,종합(대),,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,서울특별시 구로구 경인로 557,  4층 일부 구로동,152864,02-2671-6440,20260426
B10,서울특별시교육청,구로구,학원,3000051370,한국크리에이터아카데미원격학원,20241106,20241106,개원,        ,        ,0,999,직업기술,컴퓨터,"영상,전자상거래,출판,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,서울특별시 영등포구 선유로23길 11-1,", 4층 일부 (양평동1가, 유로빌딩)",07272,,20250720
B10,서울특별시교육청,구로구,학원,3000030776,해피잡교육학원,20180109,20180109,개원,        ,99991231,61,61,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,서울특별시 구로구 디지털로26길 61,", 203호 (구로동, 에이스 하이엔드타워Ⅱ)",08389,02-857-7819,20251214
B10,서울특별시교육청,금천구,교습소,16548,정진컴퓨터교습소,20070312,20070314,개원,        ,99991231,5,5,기타(대),기타(중),OA(50분씩주5회),컴퓨터(소),OA(50분씩주5회):100000,Y,N,서울특별시 금천구 금하로 793, 벽산아파트 상가B동 2층 201호 ,153764,02-807-8575,20231029
B10,서울특별시교육청,금천구,교습소,3000048373,찬찬코딩컴퓨터교습소,20231215,20231215,개원,        ,        ,0,9,기타(대),기타(중),초등반(기초반)(일110분*주1회*4.2주),컴퓨터(소),"초등반(기초반)(일110분*주1회*4.2주):85000, 중등반(중급반)(일120분*주1회*4.2주):100000, 고등반(고급반)(일165분*주1회*4.2주):150000",Y, ,서울특별시 금천구 금하로 751,3층(시흥동),08656,02-000-0000,20240317
B10,서울특별시교육청,금천구,학원,3000046354,153캐드캠학원,19770202,19770202,개원,        ,99991231,0,57,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,서울특별시 금천구 디지털로9길 47,"3층 304-1호(가산동, 한신IT 타워2차)",08511,02-2678-4185,20240128
B10,서울특별시교육청,금천구,학원,3000010521,뉴중앙컴퓨터학원,20110329,20110329,개원,        ,99991231,20,0,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,서울특별시 금천구 시흥대로39길 16,  한영상가 가-202 시흥동,153863,02-803-8118,20250622
B10,서울특별시교육청,금천구,학원,3000040363,브이알(VR)개발교육원격학원,20211213,20211213,개원,        ,99991231,20,20,직업기술,컴퓨터,,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,서울특별시 금천구 벚꽃로 298,", 1507호 (가산동, 대륭포스트타워6차)",08510,070-4055-5814,20231018
B10,서울특별시교육청,금천구,학원,3000034664,서울게임아카데미구로학원,20190624,20190624,개원,        ,99991231,680,109,종합(대),,"게임,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,서울특별시 금천구 가산디지털1로 212,", 1406호 (가산동, 코오롱디지털타워애스턴)",08502,02-866-6698,20231105
B10,서울특별시교육청,금천구,학원,3000030158,에스엘아카데미학원,20160509,20160509,개원,        ,99991231,1320,115,종합(대),,"기계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어),",, ,Y,N,서울특별시 금천구 디지털로 130,", 1007호 (가산동, 남성프라자(에이스9))",08589,02-563-9198,20250112
B10,서울특별시교육청,금천구,학원,3000050994,연성컴퓨터전산회계학원,20240822,20240822,개원,        ,        ,0,123,종합(대),,,, ,Y, ,서울특별시 금천구 가산디지털1로 2,"1205호 (가산동, 우림라이온스밸리2차)",08591,,20240908
B10,서울특별시교육청,금천구,학원,23863,인섹시큐리티정보통신학원,20090424,20090424,개원,        ,99991231,60,109,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,서울특별시 금천구 가산디지털1로 137,  아이티밸리2차 2001호 일부 가산동,153803,02-2029-5687,20231029
B10,서울특별시교육청,금천구,학원,3000043862,정보시스템감리교육학원,20230501,20230501,개원,        ,99991231,243,81,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,서울특별시 금천구 가산디지털1로 196,", 304호 일부 (가산동, 에이스테크노타워10차)",08502,02-558-9140,20260329
B10,서울특별시교육청,금천구,학원,3000014764,지민컴퓨터학원,20120713,20120713,개원,        ,99991231,0,49,직업기술,산업서비스,,전산회계, ,Y,N,서울특별시 금천구 시흥대로 351,2층 일부(독산동),08604,02-896-1230,20250309
B10,서울특별시교육청,금천구,학원,3000048213,코드랩아카데미학원,20180306,20180306,개원,        ,99991231,890,215,직업기술,산업기반기술,"기계,로봇,전자상거래,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",기계, ,Y,N,서울특별시 금천구 가산디지털2로 144,"2013~2018호(가산동, 현대 테라타워 가산DK)",08503,02-532-6500,20260405
B10,서울특별시교육청,금천구,학원,3000053652,필카데미학원,20251202,20251202,개원,        ,        ,49,49,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y, ,서울특별시 금천구 가산디지털1로 100,", 1103호 일부 (가산동, 에이스 골드타워)",08590,,20260208
B10,서울특별시교육청,노원구,교습소,3000049035,라온창의코딩교습소,20240320,20240320,개원,        ,        ,0,7,정보,,,, ,Y, ,서울특별시 노원구 동일로 1530,", 3층 302호 일부 (상계동, 다모아빌딩)",01674,,20240908
B10,서울특별시교육청,노원구,교습소,3000034945,씨드런컴퓨터교습소,20190802,20190802,개원,        ,99991231,87,7,기타(대),기타(중),(고급)일러스트,컴퓨터(소),"(고급)일러스트:315000, (고급)포토샵:315000, (고급)인디자인:315000, (고급)GTQ자격증대비반:315000, (고급)컴퓨터디자인콘텐츠기획제작:315000, (고급)프리미어:315000, (고급)애프터이펙트:315000, (고급)영상콘텐츠기획제작:315000, (고급)웹1단계html/css기초:315000, (고급)웹2단계html/css심화:315000, (고급)웹3단계자바스크립트-제이:315000, (고급)웹콘텐츠기획-제작-활용-디자인:315000, (고급)웹4단계sql:315000, (고급)웹5단계asp:315000, (고급)웹5단계php:315000, (고급)포트폴리오기획:315000, (고급)포트폴리오제작:315000, (고급)컴퓨터그래픽스운용기능사:315000, (고급)웹디자인기능사:315000, (고급)컴퓨터그래픽캐릭터:315000, (고급)컴퓨터콘텐츠디자인:315000, (고급)컴퓨터1:1자율실습:100000, (고급)피씨응용:189000, (고급)피씨응용OA:189000, (고급)OA-한글+파워포인트:252000, (고급)OA-엑셀:252000, (고급)피씨응용일러스트:252000, (고급)피씨응용포토샵:252000, (고급)피씨응용콘텐츠:252000",Y,N,서울특별시 노원구 한글비석로 444,", 305호 (상계동, 교림노원프라자)",01666,070-4070-3363,20231018
B10,서울특별시교육청,노원구,교습소,3000037447,컴벤져스컴퓨터교습소,20200904,20200904,개원,        ,99991231,70,7,정보,정보,초등A,정보교과,"초등A:90000, 초등B:180000, 초등C:270000, 중등A:100000, 중등B:200000, 중등C:300000, 고등A:125000, 고등B:250000, 고등C:375000",Y,N,서울특별시 노원구 한글비석로 242,", 204호 (중계동, 삼부프라자)",01734,00-000-0000,20231119
B10,서울특별시교육청,노원구,학원,3000046188,SBS아카데미게임입시학원,20230809,20230809,개원,        ,        ,0,59,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y, ,서울특별시 노원구 노해로 459,6층 일부(상계동),01689,02-937-5530,20260426
B10,서울특별시교육청,노원구,학원,3000040503,SBS아카데미게임학원,20211230,20211228,개원,        ,99991231,0,102,직업기술,컴퓨터,게임,게임, ,Y,N,서울특별시 노원구 노해로 459,", 6층 일부 (상계동, 메가빌딩)",01689,02-937-5530,20260426
B10,서울특별시교육청,노원구,학원,17216,삼성컴퓨터학원,20070511,20070511,개원,        ,99991231,90,49,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,서울특별시 노원구 공릉로 223,", 3층 일부 (공릉동,도곡빌딩)",139804,02-937-4323,20231018
B10,서울특별시교육청,노원구,학원,3000011224,손랩정보영재학원,20110608,20110608,개원,        ,99991231,66,49,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,서울특별시 노원구 중계로 218,801호(일부)   ,139860,02-914-6674,20260405
B10,서울특별시교육청,노원구,학원,3000053082,씨드런컴퓨터원격학원,20250819,20250819,개원,        ,        ,0,0,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y, ,서울특별시 노원구 한글비석로46가길 16,", 1006호 일부 (상계동,한신1차아파트 4동)",01653,,20250907
B10,서울특별시교육청,노원구,학원,3000039368,에스비에스(SBS)아카데미컴퓨터아트학원,20210712,20210709,개원,        ,99991231,3355,197,직업기술,컴퓨터,컴퓨터,컴퓨터, ,Y,N,서울특별시 노원구 노해로83길 21,", 4층,5층 (상계동)",01695,02-932-5530,20260426
